datetime,open,high,low,close,volume
2018-04-21,8865.78,9023.4,8608.0,8920.71,15336.30792743
2018-04-22,8924.93,9036.52,8760.0,8789.96,9346.45175925
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.1177149
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898304
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404482
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.96970211
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51437547
2018-04-28,8916.54,9442.34,8854.47,9345.11,15558.40230193
2018-04-29,9352.97,9538.75,9180.0,9393.99,10940.71803063
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.68829456
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.2639605
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17497792
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79957863
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.05207111
2018-05-05,9689.0,9948.98,9670.68,9823.28,7403.10502352
2018-05-06,9827.04,9918.41,9375.0,9623.54,8155.5768566
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.3485933
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31053651
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83432539
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.9775057
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92660992
2018-05-12,8408.79,8652.8,8208.81,8481.6,15464.92940302
2018-05-13,8481.72,8775.9,8335.56,8696.58,9835.22450915
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.93709627
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83198691
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12321984
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.12452442
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.20388348
2018-05-19,8248.99,8395.0,8141.08,8231.2,3784.07576637
2018-05-20,8225.55,8590.0,8170.71,8518.48,5314.99889979
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.97105348
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.06078693
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129337
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524358
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331121
2018-05-26,7459.21,7622.87,7276.04,7335.99,4043.55765023
2018-05-27,7335.99,7412.57,7213.09,7347.39,3144.45110906
2018-05-28,7348.64,7445.0,7084.99,7112.5,6583.63252959
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099287
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.4540053
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.00726931
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.6275727
2018-06-02,7511.72,7700.0,7438.92,7642.0,4012.16875521
2018-06-03,7642.0,7790.69,7581.03,7703.67,4729.21008365
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.5513527
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45508961
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.05577232
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.00925066
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.55832777
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511
2018-06-10,7498.0,7498.0,6627.7,6781.17,14392.69540615
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5994997
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50457858
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.20678871
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69972603
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.1743975
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405465
2018-06-23,6055.17,6261.0,6048.54,6177.38,4585.87147205
2018-06-24,6169.91,6255.05,5780.0,6153.4,11423.59392896
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.68930701
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.62208792
